scenario_type,sender,subject,body,organization,is_phishing,timestamp
social_media,service_5798@telegram-verify.ru,Важное уведомление от ВКонтакте,Ваш аккаунт ВКонтакте был временно заблокирован...,ВКонтакте,True,2024-11-08 12:47:30.287117
bank,service_3073@security-bank.ru,Важное уведомление от ВТБ,"Уважаемый клиент ВТБ, Ваша карта временно заблокирована...",ВТБ,True,2024-11-23 12:47:30.287126
bank,service_3819@bank-online.ru,Важное уведомление от Сбербанк,Служба безопасности Сбербанк: обнаружена попытка входа из Москва...,Сбербанк,True,2024-11-28 12:47:30.287135
online_shop,service_7496@online-shop.ru,Важное уведомление от Ozon,Ваш заказ #517870 из Ozon готов к выдаче...,Ozon,True,2024-11-19 12:47:30.287145
social_media,service_1754@telegram-verify.ru,Важное уведомление от Одноклассники,Обнаружен подозрительный вход в ваш профиль Одноклассники...,Одноклассники,True,2024-11-01 12:47:30.287155
bank,service_8294@bank-online.ru,Важное уведомление от Тинькофф,"Уважаемый клиент Тинькофф, Ваша карта временно заблокирована...",Тинькофф,True,2024-11-17 12:47:30.287166
bank,service_9918@security-bank.ru,Важное уведомление от Сбербанк,"Уважаемый клиент Сбербанк, Ваша карта временно заблокирована...",Сбербанк,True,2024-11-29 12:47:30.287175
social_media,service_4949@ok-account.ru,Важное уведомление от Telegram,Обнаружен подозрительный вход в ваш профиль Telegram...,Telegram,True,2024-11-22 12:47:30.287183
government,service_8819@mvd-notice.ru,Важное уведомление от ФНС России,Портал Госуслуг: Вам начислена компенсация 11610 руб...,ФНС России,True,2024-11-18 12:47:30.287192
social_media,service_8895@telegram-verify.ru,Важное уведомление от Telegram,Ваш аккаунт Telegram был временно заблокирован...,Telegram,True,2024-11-23 12:47:30.287202
government,service_8091@gov-services.ru,Важное уведомление от ФНС России,Уведомление о штрафе: 7312 руб. Оплатите в течение 10 дней...,ФНС России,True,2024-11-14 12:47:30.287211
online_shop,service_1944@delivery-express.ru,Важное уведомление от AliExpress,Получите скидку 84% в AliExpress прямо сейчас!,AliExpress,True,2024-11-09 12:47:30.287220
social_media,service_9165@telegram-verify.ru,Важное уведомление от ВКонтакте,Обнаружен подозрительный вход в ваш профиль ВКонтакте...,ВКонтакте,True,2024-11-07 12:47:30.287228
bank,service_6358@bank-online.ru,Важное уведомление от ВТБ,"Уважаемый клиент ВТБ, Ваша карта временно заблокирована...",ВТБ,True,2024-11-02 12:47:30.287237
social_media,service_5158@telegram-verify.ru,Важное уведомление от ВКонтакте,Ваш аккаунт ВКонтакте был временно заблокирован...,ВКонтакте,True,2024-11-08 12:47:30.287248
online_shop,service_5729@delivery-express.ru,Важное уведомление от Wildberries,Получите скидку 61% в Wildberries прямо сейчас!,Wildberries,True,2024-11-16 12:47:30.287257
bank,service_8794@security-bank.ru,Важное уведомление от Сбербанк,"Уважаемый клиент Сбербанк, Ваша карта временно заблокирована...",Сбербанк,True,2024-11-04 12:47:30.287267
social_media,service_6365@vk-security.ru,Важное уведомление от ВКонтакте,Обнаружен подозрительный вход в ваш профиль ВКонтакте...,ВКонтакте,True,2024-11-08 12:47:30.287276
social_media,service_2493@ok-account.ru,Важное уведомление от Одноклассники,Ваш аккаунт Одноклассники был временно заблокирован...,Одноклассники,True,2024-11-08 12:47:30.287284
bank,service_5465@bank-online.ru,Важное уведомление от Альфа-Банк,"Уважаемый клиент Альфа-Банк, Ваша карта временно заблокирована...",Альфа-Банк,True,2024-11-07 12:47:30.287293
social_media,service_5792@vk-security.ru,Важное уведомление от Одноклассники,Ваш аккаунт Одноклассники был временно заблокирован...,Одноклассники,True,2024-11-20 12:47:30.287302
bank,service_5889@bank-online.ru,Важное уведомление от Альфа-Банк,"Уважаемый клиент Альфа-Банк, Ваша карта временно заблокирована...",Альфа-Банк,True,2024-11-22 12:47:30.287311
government,service_5547@mvd-notice.ru,Важное уведомление от Госуслуги,Портал Госуслуг: Вам начислена компенсация 11563 руб...,Госуслуги,True,2024-11-20 12:47:30.287320
social_media,service_7122@telegram-verify.ru,Важное уведомление от Telegram,Ваш аккаунт Telegram был временно заблокирован...,Telegram,True,2024-11-07 12:47:30.287329
bank,service_7864@security-bank.ru,Важное уведомление от Альфа-Банк,Служба безопасности Альфа-Банк: обнаружена попытка входа из Екатеринбург...,Альфа-Банк,True,2024-11-11 12:47:30.287338
bank,service_9902@security-bank.ru,Важное уведомление от Альфа-Банк,Служба безопасности Альфа-Банк: обнаружена попытка входа из Екатеринбург...,Альфа-Банк,True,2024-11-25 12:47:30.287347
online_shop,service_9198@online-shop.ru,Важное уведомление от Wildberries,Получите скидку 50% в Wildberries прямо сейчас!,Wildberries,True,2024-11-05 12:47:30.287356
government,service_6478@mvd-notice.ru,Важное уведомление от МВД России,Портал Госуслуг: Вам начислена компенсация 3351 руб...,МВД России,True,2024-11-22 12:47:30.287365
social_media,service_7334@telegram-verify.ru,Важное уведомление от Одноклассники,Обнаружен подозрительный вход в ваш профиль Одноклассники...,Одноклассники,True,2024-11-10 12:47:30.287373
social_media,service_3859@vk-security.ru,Важное уведомление от Telegram,Ваш аккаунт Telegram был временно заблокирован...,Telegram,True,2024-11-17 12:47:30.287382
social_media,service_4217@vk-security.ru,Важное уведомление от Одноклассники,Ваш аккаунт Одноклассники был временно заблокирован...,Одноклассники,True,2024-11-06 12:47:30.287391
social_media,service_1279@telegram-verify.ru,Важное уведомление от ВКонтакте,Обнаружен подозрительный вход в ваш профиль ВКонтакте...,ВКонтакте,True,2024-11-05 12:47:30.287399
bank,service_9734@secure-banking.ru,Важное уведомление от Сбербанк,"Уважаемый клиент Сбербанк, Ваша карта временно заблокирована...",Сбербанк,True,2024-11-25 12:47:30.287409
social_media,service_4785@vk-security.ru,Важное уведомление от Telegram,Обнаружен подозрительный вход в ваш профиль Telegram...,Telegram,True,2024-11-22 12:47:30.287418
online_shop,service_9608@delivery-express.ru,Важное уведомление от Ozon,Получите скидку 78% в Ozon прямо сейчас!,Ozon,True,2024-11-12 12:47:30.287427
bank,service_9259@secure-banking.ru,Важное уведомление от Тинькофф,"Уважаемый клиент Тинькофф, Ваша карта временно заблокирована...",Тинькофф,True,2024-11-15 12:47:30.287436
online_shop,service_9147@delivery-express.ru,Важное уведомление от AliExpress,Получите скидку 75% в AliExpress прямо сейчас!,AliExpress,True,2024-11-20 12:47:30.287445
online_shop,service_1936@online-shop.ru,Важное уведомление от AliExpress,Получите скидку 88% в AliExpress прямо сейчас!,AliExpress,True,2024-11-18 12:47:30.287456
social_media,service_4923@vk-security.ru,Важное уведомление от ВКонтакте,Обнаружен подозрительный вход в ваш профиль ВКонтакте...,ВКонтакте,True,2024-11-21 12:47:30.287465
bank,service_5465@security-bank.ru,Важное уведомление от Сбербанк,"Уважаемый клиент Сбербанк, Ваша карта временно заблокирована...",Сбербанк,True,2024-11-03 12:47:30.287475
online_shop,service_1153@market-delivery.ru,Важное уведомление от Ozon,Получите скидку 88% в Ozon прямо сейчас!,Ozon,True,2024-11-13 12:47:30.287484
online_shop,service_9072@online-shop.ru,Важное уведомление от AliExpress,Получите скидку 65% в AliExpress прямо сейчас!,AliExpress,True,2024-11-06 12:47:30.287493
government,service_1656@mvd-notice.ru,Важное уведомление от Госуслуги,Уведомление о штрафе: 3170 руб. Оплатите в течение 8 дней...,Госуслуги,True,2024-11-01 12:47:30.287503
social_media,service_8437@ok-account.ru,Важное уведомление от ВКонтакте,Обнаружен подозрительный вход в ваш профиль ВКонтакте...,ВКонтакте,True,2024-11-20 12:47:30.287511
online_shop,service_9683@online-shop.ru,Важное уведомление от Яндекс.Маркет,Ваш заказ #440286 из Яндекс.Маркет готов к выдаче...,Яндекс.Маркет,True,2024-11-01 12:47:30.287520
government,service_2614@tax-portal.ru,Важное уведомление от Госуслуги,Портал Госуслуг: Вам начислена компенсация 4082 руб...,Госуслуги,True,2024-11-23 12:47:30.287530
social_media,service_5446@telegram-verify.ru,Важное уведомление от ВКонтакте,Обнаружен подозрительный вход в ваш профиль ВКонтакте...,ВКонтакте,True,2024-11-08 12:47:30.287539
government,service_1003@gov-services.ru,Важное уведомление от ФНС России,Портал Госуслуг: Вам начислена компенсация 13440 руб...,ФНС России,True,2024-11-29 12:47:30.287548
online_shop,service_5283@online-shop.ru,Важное уведомление от AliExpress,Получите скидку 76% в AliExpress прямо сейчас!,AliExpress,True,2024-11-05 12:47:30.287557
bank,service_3638@bank-online.ru,Важное уведомление от Альфа-Банк,"Уважаемый клиент Альфа-Банк, Ваша карта временно заблокирована...",Альфа-Банк,True,2024-10-31 12:47:30.287566
social_media,service_8944@ok-account.ru,Важное уведомление от ВКонтакте,Ваш аккаунт ВКонтакте был временно заблокирован...,ВКонтакте,True,2024-11-14 12:47:30.287574
online_shop,service_5754@delivery-express.ru,Важное уведомление от AliExpress,Ваш заказ #536079 из AliExpress готов к выдаче...,AliExpress,True,2024-11-09 12:47:30.287586
social_media,service_4206@ok-account.ru,Важное уведомление от ВКонтакте,Обнаружен подозрительный вход в ваш профиль ВКонтакте...,ВКонтакте,True,2024-11-29 12:47:30.287596
bank,service_3638@security-bank.ru,Важное уведомление от ВТБ,"Уважаемый клиент ВТБ, Ваша карта временно заблокирована...",ВТБ,True,2024-11-21 12:47:30.287606
bank,service_6591@security-bank.ru,Важное уведомление от Альфа-Банк,"Уважаемый клиент Альфа-Банк, Ваша карта временно заблокирована...",Альфа-Банк,True,2024-11-29 12:47:30.287616
online_shop,service_4491@market-delivery.ru,Важное уведомление от Ozon,Ваш заказ #404765 из Ozon готов к выдаче...,Ozon,True,2024-11-03 12:47:30.287625
government,service_6646@gov-services.ru,Важное уведомление от МВД России,Портал Госуслуг: Вам начислена компенсация 11569 руб...,МВД России,True,2024-11-13 12:47:30.287634
social_media,service_6708@vk-security.ru,Важное уведомление от Telegram,Ваш аккаунт Telegram был временно заблокирован...,Telegram,True,2024-11-25 12:47:30.287644
social_media,service_3049@vk-security.ru,Важное уведомление от Telegram,Обнаружен подозрительный вход в ваш профиль Telegram...,Telegram,True,2024-11-07 12:47:30.287653
government,service_2593@tax-portal.ru,Важное уведомление от МВД России,Уведомление о штрафе: 2794 руб. Оплатите в течение 4 дней...,МВД России,True,2024-11-19 12:47:30.287662
government,service_9983@mvd-notice.ru,Важное уведомление от МВД России,Портал Госуслуг: Вам начислена компенсация 4300 руб...,МВД России,True,2024-11-10 12:47:30.287670
government,service_6684@gov-services.ru,Важное уведомление от ФНС России,Уведомление о штрафе: 3349 руб. Оплатите в течение 5 дней...,ФНС России,True,2024-11-16 12:47:30.287679
government,service_9712@tax-portal.ru,Важное уведомление от ФНС России,Уведомление о штрафе: 2349 руб. Оплатите в течение 9 дней...,ФНС России,True,2024-11-29 12:47:30.287689
social_media,service_3075@ok-account.ru,Важное уведомление от Telegram,Ваш аккаунт Telegram был временно заблокирован...,Telegram,True,2024-11-09 12:47:30.287698
government,service_4183@mvd-notice.ru,Важное уведомление от МВД России,Уведомление о штрафе: 6072 руб. Оплатите в течение 9 дней...,МВД России,True,2024-11-18 12:47:30.287707
bank,service_4896@bank-online.ru,Важное уведомление от Альфа-Банк,Служба безопасности Альфа-Банк: обнаружена попытка входа из Екатеринбург...,Альфа-Банк,True,2024-11-12 12:47:30.287716
government,service_4848@mvd-notice.ru,Важное уведомление от МВД России,Уведомление о штрафе: 7051 руб. Оплатите в течение 6 дней...,МВД России,True,2024-11-21 12:47:30.287725
online_shop,service_2426@market-delivery.ru,Важное уведомление от Wildberries,Ваш заказ #101569 из Wildberries готов к выдаче...,Wildberries,True,2024-11-23 12:47:30.287733
online_shop,service_4360@online-shop.ru,Важное уведомление от AliExpress,Получите скидку 80% в AliExpress прямо сейчас!,AliExpress,True,2024-11-21 12:47:30.287743
online_shop,service_3925@market-delivery.ru,Важное уведомление от Яндекс.Маркет,Ваш заказ #300564 из Яндекс.Маркет готов к выдаче...,Яндекс.Маркет,True,2024-11-24 12:47:30.287752
bank,service_8592@bank-online.ru,Важное уведомление от ВТБ,Служба безопасности ВТБ: обнаружена попытка входа из Екатеринбург...,ВТБ,True,2024-11-29 12:47:30.287762
government,service_2549@tax-portal.ru,Важное уведомление от Госуслуги,Портал Госуслуг: Вам начислена компенсация 13378 руб...,Госуслуги,True,2024-11-20 12:47:30.287771
bank,service_8094@security-bank.ru,Важное уведомление от Тинькофф,Служба безопасности Тинькофф: обнаружена попытка входа из Санкт-Петербург...,Тинькофф,True,2024-11-22 12:47:30.287781
social_media,service_4499@ok-account.ru,Важное уведомление от Telegram,Обнаружен подозрительный вход в ваш профиль Telegram...,Telegram,True,2024-11-05 12:47:30.287790
government,service_4787@mvd-notice.ru,Важное уведомление от МВД России,Уведомление о штрафе: 3641 руб. Оплатите в течение 4 дней...,МВД России,True,2024-11-14 12:47:30.287800
online_shop,service_4657@online-shop.ru,Важное уведомление от Ozon,Получите скидку 90% в Ozon прямо сейчас!,Ozon,True,2024-11-04 12:47:30.287810
social_media,service_7929@ok-account.ru,Важное уведомление от Одноклассники,Обнаружен подозрительный вход в ваш профиль Одноклассники...,Одноклассники,True,2024-11-19 12:47:30.287819
online_shop,service_5710@online-shop.ru,Важное уведомление от Яндекс.Маркет,Ваш заказ #883694 из Яндекс.Маркет готов к выдаче...,Яндекс.Маркет,True,2024-11-22 12:47:30.287828
government,service_4588@mvd-notice.ru,Важное уведомление от ФНС России,Портал Госуслуг: Вам начислена компенсация 9821 руб...,ФНС России,True,2024-11-01 12:47:30.287837
bank,service_8464@security-bank.ru,Важное уведомление от Тинькофф,"Уважаемый клиент Тинькофф, Ваша карта временно заблокирована...",Тинькофф,True,2024-11-17 12:47:30.287846
social_media,service_4924@ok-account.ru,Важное уведомление от Одноклассники,Ваш аккаунт Одноклассники был временно заблокирован...,Одноклассники,True,2024-11-24 12:47:30.287855
social_media,service_9941@vk-security.ru,Важное уведомление от Одноклассники,Обнаружен подозрительный вход в ваш профиль Одноклассники...,Одноклассники,True,2024-11-21 12:47:30.287864
government,service_8689@gov-services.ru,Важное уведомление от Госуслуги,Портал Госуслуг: Вам начислена компенсация 7146 руб...,Госуслуги,True,2024-11-09 12:47:30.287873
social_media,service_3894@ok-account.ru,Важное уведомление от Одноклассники,Ваш аккаунт Одноклассники был временно заблокирован...,Одноклассники,True,2024-11-09 12:47:30.287882
government,service_8965@gov-services.ru,Важное уведомление от ФНС России,Портал Госуслуг: Вам начислена компенсация 13578 руб...,ФНС России,True,2024-11-09 12:47:30.287891
government,service_3004@gov-services.ru,Важное уведомление от МВД России,Портал Госуслуг: Вам начислена компенсация 6379 руб...,МВД России,True,2024-11-08 12:47:30.287900
online_shop,service_2911@market-delivery.ru,Важное уведомление от Яндекс.Маркет,Получите скидку 59% в Яндекс.Маркет прямо сейчас!,Яндекс.Маркет,True,2024-11-14 12:47:30.287909
government,service_7769@gov-services.ru,Важное уведомление от МВД России,Уведомление о штрафе: 4256 руб. Оплатите в течение 4 дней...,МВД России,True,2024-11-24 12:47:30.287918
government,service_7540@gov-services.ru,Важное уведомление от ФНС России,Портал Госуслуг: Вам начислена компенсация 9283 руб...,ФНС России,True,2024-11-15 12:47:30.287928
bank,service_1728@secure-banking.ru,Важное уведомление от Сбербанк,Служба безопасности Сбербанк: обнаружена попытка входа из Новосибирск...,Сбербанк,True,2024-11-03 12:47:30.287937
online_shop,service_6151@online-shop.ru,Важное уведомление от Ozon,Ваш заказ #868419 из Ozon готов к выдаче...,Ozon,True,2024-11-18 12:47:30.287946
bank,service_5775@secure-banking.ru,Важное уведомление от Альфа-Банк,Служба безопасности Альфа-Банк: обнаружена попытка входа из Москва...,Альфа-Банк,True,2024-11-21 12:47:30.287955
online_shop,service_3375@delivery-express.ru,Важное уведомление от AliExpress,Ваш заказ #447812 из AliExpress готов к выдаче...,AliExpress,True,2024-10-31 12:47:30.287964
online_shop,service_5033@online-shop.ru,Важное уведомление от Wildberries,Ваш заказ #766014 из Wildberries готов к выдаче...,Wildberries,True,2024-11-28 12:47:30.287973
government,service_5292@mvd-notice.ru,Важное уведомление от ФНС России,Портал Госуслуг: Вам начислена компенсация 11633 руб...,ФНС России,True,2024-11-24 12:47:30.287982
government,service_2530@gov-services.ru,Важное уведомление от ФНС России,Портал Госуслуг: Вам начислена компенсация 14471 руб...,ФНС России,True,2024-11-13 12:47:30.287990
bank,service_3555@secure-banking.ru,Важное уведомление от Сбербанк,Служба безопасности Сбербанк: обнаружена попытка входа из Москва...,Сбербанк,True,2024-11-21 12:47:30.287999
government,service_3781@mvd-notice.ru,Важное уведомление от Госуслуги,Уведомление о штрафе: 2312 руб. Оплатите в течение 3 дней...,Госуслуги,True,2024-11-14 12:47:30.288009
bank,service_1276@bank-online.ru,Важное уведомление от Тинькофф,Служба безопасности Тинькофф: обнаружена попытка входа из Екатеринбург...,Тинькофф,True,2024-11-20 12:47:30.288019
social_media,service_7417@ok-account.ru,Важное уведомление от Telegram,Обнаружен подозрительный вход в ваш профиль Telegram...,Telegram,True,2024-11-03 12:47:30.288027
government,service_7889@tax-portal.ru,Важное уведомление от ФНС России,Уведомление о штрафе: 1578 руб. Оплатите в течение 3 дней...,ФНС России,True,2024-11-09 12:47:30.288036
government,service_4183@tax-portal.ru,Важное уведомление от Госуслуги,Уведомление о штрафе: 9052 руб. Оплатите в течение 4 дней...,Госуслуги,True,2024-11-15 12:47:30.288045
social_media,service_4226@vk-security.ru,Важное уведомление от ВКонтакте,Обнаружен подозрительный вход в ваш профиль ВКонтакте...,ВКонтакте,True,2024-11-05 12:47:30.288054
bank,service_5027@security-bank.ru,Важное уведомление от Тинькофф,"Уважаемый клиент Тинькофф, Ваша карта временно заблокирована...",Тинькофф,True,2024-11-24 12:47:30.288063
bank,service_7547@security-bank.ru,Важное уведомление от Тинькофф,"Уважаемый клиент Тинькофф, Ваша карта временно заблокирована...",Тинькофф,True,2024-11-05 12:47:30.288072
online_shop,service_3376@market-delivery.ru,Важное уведомление от Яндекс.Маркет,Ваш заказ #447378 из Яндекс.Маркет готов к выдаче...,Яндекс.Маркет,True,2024-11-03 12:47:30.288082
online_shop,service_2109@delivery-express.ru,Важное уведомление от Яндекс.Маркет,Ваш заказ #563002 из Яндекс.Маркет готов к выдаче...,Яндекс.Маркет,True,2024-11-06 12:47:30.288091
bank,service_7300@security-bank.ru,Важное уведомление от ВТБ,"Уважаемый клиент ВТБ, Ваша карта временно заблокирована...",ВТБ,True,2024-11-16 12:47:30.288101
bank,service_9268@security-bank.ru,Важное уведомление от Тинькофф,Служба безопасности Тинькофф: обнаружена попытка входа из Санкт-Петербург...,Тинькофф,True,2024-11-02 12:47:30.288111
social_media,service_9801@ok-account.ru,Важное уведомление от Одноклассники,Обнаружен подозрительный вход в ваш профиль Одноклассники...,Одноклассники,True,2024-11-13 12:47:30.288120
social_media,service_3429@telegram-verify.ru,Важное уведомление от ВКонтакте,Обнаружен подозрительный вход в ваш профиль ВКонтакте...,ВКонтакте,True,2024-11-05 12:47:30.288129
government,service_5001@mvd-notice.ru,Важное уведомление от ФНС России,Портал Госуслуг: Вам начислена компенсация 4836 руб...,ФНС России,True,2024-11-24 12:47:30.288138
government,service_5866@gov-services.ru,Важное уведомление от МВД России,Портал Госуслуг: Вам начислена компенсация 7049 руб...,МВД России,True,2024-10-31 12:47:30.288147
bank,service_8140@secure-banking.ru,Важное уведомление от Тинькофф,"Уважаемый клиент Тинькофф, Ваша карта временно заблокирована...",Тинькофф,True,2024-11-08 12:47:30.288156
social_media,service_1315@telegram-verify.ru,Важное уведомление от Одноклассники,Обнаружен подозрительный вход в ваш профиль Одноклассники...,Одноклассники,True,2024-11-16 12:47:30.288164
government,service_4226@gov-services.ru,Важное уведомление от Госуслуги,Уведомление о штрафе: 4046 руб. Оплатите в течение 6 дней...,Госуслуги,True,2024-11-26 12:47:30.288173
government,service_6167@mvd-notice.ru,Важное уведомление от Госуслуги,Портал Госуслуг: Вам начислена компенсация 5450 руб...,Госуслуги,True,2024-11-10 12:47:30.288182
online_shop,service_7446@delivery-express.ru,Важное уведомление от Яндекс.Маркет,Получите скидку 53% в Яндекс.Маркет прямо сейчас!,Яндекс.Маркет,True,2024-11-14 12:47:30.288191
online_shop,service_8825@online-shop.ru,Важное уведомление от Ozon,Ваш заказ #566514 из Ozon готов к выдаче...,Ozon,True,2024-11-08 12:47:30.288200
bank,service_6067@security-bank.ru,Важное уведомление от Альфа-Банк,Служба безопасности Альфа-Банк: обнаружена попытка входа из Санкт-Петербург...,Альфа-Банк,True,2024-11-24 12:47:30.288210
bank,service_4511@security-bank.ru,Важное уведомление от Тинькофф,"Уважаемый клиент Тинькофф, Ваша карта временно заблокирована...",Тинькофф,True,2024-10-31 12:47:30.288219
social_media,service_7146@telegram-verify.ru,Важное уведомление от ВКонтакте,Ваш аккаунт ВКонтакте был временно заблокирован...,ВКонтакте,True,2024-11-22 12:47:30.288228
social_media,service_9370@vk-security.ru,Важное уведомление от Одноклассники,Ваш аккаунт Одноклассники был временно заблокирован...,Одноклассники,True,2024-11-12 12:47:30.288236
bank,service_8999@bank-online.ru,Важное уведомление от Альфа-Банк,Служба безопасности Альфа-Банк: обнаружена попытка входа из Санкт-Петербург...,Альфа-Банк,True,2024-11-10 12:47:30.288246
government,service_9079@tax-portal.ru,Важное уведомление от Госуслуги,Уведомление о штрафе: 1643 руб. Оплатите в течение 6 дней...,Госуслуги,True,2024-11-25 12:47:30.288256
bank,service_1096@security-bank.ru,Важное уведомление от Альфа-Банк,"Уважаемый клиент Альфа-Банк, Ваша карта временно заблокирована...",Альфа-Банк,True,2024-11-08 12:47:30.288265
social_media,service_1538@vk-security.ru,Важное уведомление от Telegram,Обнаружен подозрительный вход в ваш профиль Telegram...,Telegram,True,2024-11-12 12:47:30.288274
bank,service_7046@bank-online.ru,Важное уведомление от ВТБ,Служба безопасности ВТБ: обнаружена попытка входа из Москва...,ВТБ,True,2024-11-08 12:47:30.288284
online_shop,service_4906@market-delivery.ru,Важное уведомление от Wildberries,Получите скидку 80% в Wildberries прямо сейчас!,Wildberries,True,2024-11-26 12:47:30.288293
online_shop,service_8779@delivery-express.ru,Важное уведомление от Ozon,Получите скидку 51% в Ozon прямо сейчас!,Ozon,True,2024-11-14 12:47:30.288303
bank,service_9223@bank-online.ru,Важное уведомление от Сбербанк,"Уважаемый клиент Сбербанк, Ваша карта временно заблокирована...",Сбербанк,True,2024-11-01 12:47:30.288312
bank,service_3318@bank-online.ru,Важное уведомление от Сбербанк,"Уважаемый клиент Сбербанк, Ваша карта временно заблокирована...",Сбербанк,True,2024-11-27 12:47:30.288321
online_shop,service_2376@delivery-express.ru,Важное уведомление от Wildberries,Получите скидку 85% в Wildberries прямо сейчас!,Wildberries,True,2024-10-31 12:47:30.288330
online_shop,service_6227@delivery-express.ru,Важное уведомление от Ozon,Получите скидку 88% в Ozon прямо сейчас!,Ozon,True,2024-11-19 12:47:30.288339
bank,service_8392@secure-banking.ru,Важное уведомление от ВТБ,"Уважаемый клиент ВТБ, Ваша карта временно заблокирована...",ВТБ,True,2024-11-04 12:47:30.288348
social_media,service_8093@vk-security.ru,Важное уведомление от Telegram,Обнаружен подозрительный вход в ваш профиль Telegram...,Telegram,True,2024-11-29 12:47:30.288357
social_media,service_9618@vk-security.ru,Важное уведомление от Одноклассники,Обнаружен подозрительный вход в ваш профиль Одноклассники...,Одноклассники,True,2024-11-08 12:47:30.288367
social_media,service_5743@telegram-verify.ru,Важное уведомление от Одноклассники,Обнаружен подозрительный вход в ваш профиль Одноклассники...,Одноклассники,True,2024-11-01 12:47:30.288376
government,service_2604@gov-services.ru,Важное уведомление от ФНС России,Уведомление о штрафе: 8177 руб. Оплатите в течение 9 дней...,ФНС России,True,2024-11-10 12:47:30.288384
social_media,service_4103@telegram-verify.ru,Важное уведомление от ВКонтакте,Обнаружен подозрительный вход в ваш профиль ВКонтакте...,ВКонтакте,True,2024-11-23 12:47:30.288393
online_shop,service_8934@delivery-express.ru,Важное уведомление от Ozon,Получите скидку 53% в Ozon прямо сейчас!,Ozon,True,2024-11-15 12:47:30.288403
bank,service_1268@security-bank.ru,Важное уведомление от Альфа-Банк,"Уважаемый клиент Альфа-Банк, Ваша карта временно заблокирована...",Альфа-Банк,True,2024-11-24 12:47:30.288412
social_media,service_8665@telegram-verify.ru,Важное уведомление от Одноклассники,Ваш аккаунт Одноклассники был временно заблокирован...,Одноклассники,True,2024-11-29 12:47:30.288421
social_media,service_5115@telegram-verify.ru,Важное уведомление от Telegram,Ваш аккаунт Telegram был временно заблокирован...,Telegram,True,2024-11-06 12:47:30.288431
government,service_4658@tax-portal.ru,Важное уведомление от МВД России,Портал Госуслуг: Вам начислена компенсация 7833 руб...,МВД России,True,2024-11-15 12:47:30.288441
government,service_7285@mvd-notice.ru,Важное уведомление от Госуслуги,Уведомление о штрафе: 2309 руб. Оплатите в течение 6 дней...,Госуслуги,True,2024-11-25 12:47:30.288451
bank,service_9245@bank-online.ru,Важное уведомление от Тинькофф,Служба безопасности Тинькофф: обнаружена попытка входа из Санкт-Петербург...,Тинькофф,True,2024-11-17 12:47:30.288460
online_shop,service_4384@delivery-express.ru,Важное уведомление от Яндекс.Маркет,Ваш заказ #947328 из Яндекс.Маркет готов к выдаче...,Яндекс.Маркет,True,2024-11-16 12:47:30.288470
government,service_5632@tax-portal.ru,Важное уведомление от Госуслуги,Портал Госуслуг: Вам начислена компенсация 11307 руб...,Госуслуги,True,2024-11-12 12:47:30.288478
social_media,service_6897@telegram-verify.ru,Важное уведомление от ВКонтакте,Ваш аккаунт ВКонтакте был временно заблокирован...,ВКонтакте,True,2024-11-17 12:47:30.288487
government,service_1989@tax-portal.ru,Важное уведомление от Госуслуги,Портал Госуслуг: Вам начислена компенсация 11712 руб...,Госуслуги,True,2024-11-08 12:47:30.288496
social_media,service_3950@ok-account.ru,Важное уведомление от Одноклассники,Обнаружен подозрительный вход в ваш профиль Одноклассники...,Одноклассники,True,2024-11-12 12:47:30.288505
bank,service_2280@secure-banking.ru,Важное уведомление от Альфа-Банк,"Уважаемый клиент Альфа-Банк, Ваша карта временно заблокирована...",Альфа-Банк,True,2024-11-10 12:47:30.288514
online_shop,service_4677@online-shop.ru,Важное уведомление от Яндекс.Маркет,Ваш заказ #122939 из Яндекс.Маркет готов к выдаче...,Яндекс.Маркет,True,2024-11-20 12:47:30.288522
social_media,service_9374@telegram-verify.ru,Важное уведомление от ВКонтакте,Ваш аккаунт ВКонтакте был временно заблокирован...,ВКонтакте,True,2024-11-28 12:47:30.288531
social_media,service_1974@telegram-verify.ru,Важное уведомление от Telegram,Ваш аккаунт Telegram был временно заблокирован...,Telegram,True,2024-11-16 12:47:30.288540
bank,service_4470@secure-banking.ru,Важное уведомление от Сбербанк,Служба безопасности Сбербанк: обнаружена попытка входа из Екатеринбург...,Сбербанк,True,2024-11-01 12:47:30.288550
government,service_6839@mvd-notice.ru,Важное уведомление от Госуслуги,Портал Госуслуг: Вам начислена компенсация 13266 руб...,Госуслуги,True,2024-11-07 12:47:30.288558
social_media,service_2412@ok-account.ru,Важное уведомление от Одноклассники,Ваш аккаунт Одноклассники был временно заблокирован...,Одноклассники,True,2024-11-21 12:47:30.288567
government,service_7453@gov-services.ru,Важное уведомление от Госуслуги,Уведомление о штрафе: 1301 руб. Оплатите в течение 10 дней...,Госуслуги,True,2024-11-21 12:47:30.288578
social_media,service_2249@telegram-verify.ru,Важное уведомление от Telegram,Ваш аккаунт Telegram был временно заблокирован...,Telegram,True,2024-11-27 12:47:30.288588
government,service_2467@tax-portal.ru,Важное уведомление от ФНС России,Портал Госуслуг: Вам начислена компенсация 12776 руб...,ФНС России,True,2024-11-14 12:47:30.288597
bank,service_5672@bank-online.ru,Важное уведомление от Тинькофф,"Уважаемый клиент Тинькофф, Ваша карта временно заблокирована...",Тинькофф,True,2024-11-16 12:47:30.288607
