email_text,hostname,scan_duration,host_up,alternate_ip_count,ip_address,common_web_ports_open,open_ports_count,latency,filtered_ports_count,open_ports,rdns_record,https_supported,services,host_found,interesting_url,asn_found,ip_found,email_type
"Below is the result of your feedback form.  It was submitted by
 (xcutieamandax@yahoo.com) on Tuesday, July 30, 2002 at 03:04:36
---------------------------------------------------------------------------: ""Want a BIG Penis?"" Experience the results you've always wanted with a massive scientific breakthrough:Our Doctor-Approved Pill Will Actually Expand, Lengthen And Enlarge Your Penis. 100% GUARANTEED! Best of all, There Are NO Agonizing Hanging Weights, NO Tough Exercises, NO Painful And Hard-To-Use Pumps, And There Is NO Dangerous Surgery Involved. We Guarantee genuine lasting results! Vig-Rx pills will work for you 100%, or you will get 100% of your money back!Click here to give it a try""This is one of the best investments I have ever made. I can not even begin to express how much gratitude I have for this product. I am not even through with my first bottle and have already grown 1 in. in length and just over 1 in. in girth, and I still have another bottle to go! No more am I the average 6 inch guy---------------------------------------------------------------------------
http://xent.com/mailman/listinfo/fork",xent.com,100.18,1,0,69.55.232.243,1,4,0.21,0,"443, 22, 8008, 80",,1,"ssh, http, https",11,0,0,1,Phishing Email
"I will be out of the office starting  02/08/2002 and will not return until
06/08/2002.I am out of the office until Tuesday 6th August.   I will reply to messages
on my return.Thank you.
DermotImportant Email InformationThe information in this email is confidential and may be legally
privileged. It is intended solely for the addressee. Access to this email
by anyone else is unauthorized. If you are not the intended recipient, any
disclosure, copying, distribution or any action taken or omitted to be
taken in reliance on it, is prohibited and may be unlawful. If you are not
the intended addressee please contact the sender and dispose of this
e-mail.-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie",,0.03,0,0,,0,0,,0,,,0,,0,0,0,0,Safe Email
"Wanna see sexually curious teens playing with each other on webcam?http://www.yourtastybaby.net  <----- our webcam link=)me and my dorm mate are eating each other out as we speak!see you soon baby,
-Tiffanykludlkaiplcqcnnaigaybaxhesrhltsp",www.yourtastybaby.net,95.23,1,0,205.178.190.115,1,2,0.16,996,"8008, 80",unused.networksolutions.com,0,http,0,1,1,1,Phishing Email
"On Mon, Oct 07, 2002 at 11:05:21PM +0200, Matthias Saou wrote:
> I've put up a new Red Hat Linux 8.0 build of nessus here :
> http://ftp.freshrpms.net/pub/freshrpms/testing/nessus/
> 
> It's 100% untested, although the build should be ok. The new menu was
> added, but some configuration files may be better with new or different
> defaults.
> 
> Feedback is very welcome!It works very nice, would you consider upgrading it to 1.2.6 released only a
few hours after your build?Thanks!On Tue, Oct 08, 2002 at 01:49:11PM +0200, Renaud Deraison wrote:
> I'm pleased to announce the availability of Nessus 1.2.6, which should
> be one of the last versions of Nessus 1.2.x (hopefully), as I will soon
> open a new unstable tree and start to break things again :)
> 
> What is new in Nessus 1.2.6, in comparison to 1.2.5 :
> 
> * changes by Michael Slifcak (Michael.Slifcak at guardent.com)
>      + Added Bugtraq cross reference in the plugins
>      + Added support for BID in nessusd (this has yet to be done on
>        the client side)
>        
> * changes by Axel Nennker (Axel.Nennker at t-systems.com)
>      + fixed the xml and html outputs
>      + fixed array issues in a couple of plugins
>      
> * changes by Michel Arboi (arboi at bigfoot.com)
>      + find_service now detects services protected by TCP wrappers
>        or ACL
>      + find_service detects gnuserv
>      + ptyexecvp() replaced by nessus_popen() (*)
>      
> * changes by Renaud Deraison (deraison at cvs.nessus.org)
>      + Fixed a bug which may make nasl interpret backquoted strings
>        (\n and \r) received from the network (problem noted by Pavel
>        Kankovsky)
>      + nmap_wrapper.nes calls _exit() instead of exit() (*)
>      + Solved the lack of bpf's on Free/Open/NetBSD and MacOSX by
>        sharing _one_ among all the Nessus processes. As a result,
>        Nessus's ping is much more effective on these platforms
>      + bugfix in plug_set_key() which would eventually make some
>        scripts take too long when writing in the KB
>      + Plugins of family ACT_SETTINGS are run *after* plugins of
>        family ACT_SCANNERS
>      + replaced the implementation of md5 which was used when
>        OpenSSL is disabled by the one from RSA (the old one would
>        not work on a big-endian host)
>      + Fixed plugins build issues on MacOS X
>      + The nessus client compiles and links against GTK+-2.0. Of
>        course, it will be horrible and unstable, as the GTK team
>        does not care about backward compatibility
>   
> (*) These two modifications solve the problems of nmap hanging under FreeBSD
> 
> 
> 
> Special thanks go to Michael Slifcak, whose work on Nessus during the
> last months have been truly appreciated even if they have not always
> been as underlined as they should have been. Michael, thanks again !
> 
> 
> AVAILABILITY:
> 
> Nessus 1.2.6 is available at http://www.nessus.org/posix.html
-- 
Axel.Thimm@physik.fu-berlin.de_______________________________________________
RPM-List mailing list 
http://lists.freshrpms.net/mailman/listinfo/rpm-list",www.nessus.org,"48.09, 0.03","0, 1, 0","0, 1, 0",104.18.37.251,"0, 1, 0","5, 0, 0",0.049,"0, 994, 0","80, 8008, 8080, 8443, 443",,"0, 1, 0","http-proxy, http, https-alt, https",0,"0, 5","1, 0, 9","2, 0, 39",Safe Email
"> Are you using pthread_join(somethread,0);
> When you are closing off your instanciated thread made from
> pthread_t*somethread ?Something like this might help you out.... Class la{
 Public:
	pthread_t*thread;
	void thread_me(int num)
	};la*lala;
	
typedef struct list
{
 la*w;
 struct list*next;
}list_struct;list_struct*head;void thread_me(int num);
void add_to_list(la*o);
void delete_from_list();int main(int argc,char**argv)
{
int a=1; lala=new la;
 thread= new pthread_t;
 add_to_list(lala);
 pthread_create(thread,0,&lala.thread_me,&a); thread= new pthread_t;
 add_to_list(lala);
 pthread_create(thread,0,&lala.thread_me,&a);delete_from_linked_list();
return 0;
};void lala::thread_me(int num)
{
 printf(""lalala"");
 pthread_join((*this)->thread,0);
return;
};void add_to_list(la*o)
{
 static list_struct*a;
 a=new list_struct;
 a->w=o;
 a->next=head;
 head=a;
return;
};void delete_from_linked_list()
{
 list_struct*a; while(head!=NULL)
	{
	 a=head;
	 head=head->next;
 	 delete a;
	};
 return;
};-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie",,0.1,0,0,,0,0,,0,,,0,,0,0,0,0,Safe Email
"Market Internet Access No Investment Needed Premium Internet Access for only $14.95 per month or less! Earn $1 per Subscriber per monthGo To:http://new.isp.50megs.com/
3442BvLB9-565fAFx0200Lbck9-698onqh7l33",new.isp.50megs.com,106.84,1,0,64.136.20.35,1,3,0.21,0,"8008, 21, 80",,0,"http, ftp",1,1,1,1,Phishing Email
"Jon O. wrote:
> Looks like HP is using the DMCA to prevent full disclosure of
> security vulnerablities. This is not a good precedent...
> [...]
> > WASHINGTON--Hewlett Packard has found a new club to use to pound
> > researchers who unearth flaws in the company's software: the Digital
> > Millennium Copyright Act.
> >
> > Invoking both the controversial 1998 DMCA and computer crime laws, HP
> > has threatened to sue a team of researchers who publicized a
> > vulnerability in the company's Tru64 Unix operating system.
> > [...]Well that exploit requires an executable stack so it won't happen on a
properly admin-ed system.  But anyway grab it if you want from any of
a million places, such as:  http://www.securiteam.com/exploits/5YP0S2035O.html  http://packetstormsecurity.nl/0101-exploits/tru-64.su.c  http://spisa.act.uji.es/spi/progs/codigo/www.hack.co.za/exploits/os/dg-ux/alpha/5a/su.c
Bye,
  Rob.
     .-.                                                               .-.
    /   \           .-.                                 .-.           /   \
   /     \         /   \       .-.     _     .-.       /   \         /     \
  /       \       /     \     /   \   / \   /   \     /     \       /       \
 /         \     /       \   /     `-'   `-'     \   /       \     /         \
            \   /         `-'                     `-'         \   /
             `-'                                               `-'
http://xent.com/mailman/listinfo/fork",", packetstormsecurity.nl, www.securiteam.com","43.66, 0.07, , 42.64","0, 1, 0, 1","0, 1","3.125.36.175, , 72.251.223.4","0, 1","0, 1, 0, 3",", 0.0054, 0.011","996, 0, 998, 0","443, 8008, , 8008, 80","ec2-3-125-36-175.eu-central-1.compute.amazonaws.com, , planscans.info","0, 1",", http, http, https","0, 0, 11, 501","3, 1, 7","6, 2, 0, 1","2, 12, 19",Safe Email
"** 5 FREE eBooks JUST FOR SIGNING UP. Sent via email within
   48 hours of entering your name and email address.
** NO PRESSURE TO BUY!
** TEST DRIVE IT FOR AS LONG AS YOU WISH FOR FREE!
** ONLY GET INVOLVED IF YOU LIKE WHAT YOU SEE.We will put 800 in your Downline in 30 days!!Visit http://www.fastbizonline.com/bizopp/         TRY IT FOR FEEE!It's working for me!!  I'm earning a guaranteed minimum
monthly income of $3,000.00!! and you can too!Accept our no cost, no obligation opportunity to
watch your business grow before you spend a dime.Visit http://www.fastbizonline.com/bizopp/Why are we doing this? Because when you see the
explosive growth and momentum, and how this
program was designed to help any sincere marketer
succeed, you'll accept the downline we've built under
you and harvest your piece of this incredible event.Join the team of Internet Marketing Professionals that
are presenting this opportunity to hundreds of people
every day!Thereâ€™s absolutely NO risk in joining
You owe it to yourself to
See it work today!!Visit http://www.fastbizonline.com/bizopp/FIRE YOUR BOSS!PAY OFF YOUR BILLS!SPEND MORE TIME WITH YOUR FAMILY!BUY A NEW CAR!PAY OFF YOUR MORTGAGE!Are all of these things are possible?YOU BET THEY ARE!
Visit http://www.fastbizonline.com/bizopp/Visit http://www.fastbizonline.com/bizopp/Visit http://www.fastbizonline.com/bizopp/
*************************************************************
If you do not wish to receive any more emails from me, please 
send an email to ""affiliate1@btamail.net.cn"" requesting to be 
removed.
*************************************************************",,0.1,0,0,,0,0,,0,,,0,,0,2,1,1,Phishing Email
"URL: http://www.newsisfree.com/click/-2,8670380,215/
Date: 2002-10-08T14:51:59+01:00*Business:* Illness and City's mailing of sports empire share are blamed for 
death.",www.newsisfree.com,46.45,1,1,172.67.205.86,1,5,0.056,994,"80, 8008, 8080, 8443, 443",,1,"http-proxy, http, https-alt, https",0,96,1,10,Safe Email
"It's a permissions issue on the razor log file.  SpamAssassin runs setuid 
to the user to whom mail is being delivered.You'll need to make the razor log file world writable.On Mon, 9 Sep 2002, Rob wrote:> I just set up razor and spamassassin, but I keep getting this error in my 
> mail log file
> 
> razor2 check skipped: No such file or directory Can't call method ""log"" on 
> unblessed reference at 
> /usr/local/lib/perl5/site_perl/5.8.0/Razor2/Client/Agent.pm line 212.
> 
> I have looked through the archived list and the only thing I have seen 
> about this error is a possible permission problem on the log file.
> I did what it said in the archives, basically change the permission on the 
> file but its still no go.
> 
> Any other help would be appreciated, maybe I'm missing something.
> something I forgot to run or do.
> 
> 
> rob
> 
> 
> 
> 
> -------------------------------------------------------
> This sf.net email is sponsored by: OSDN - Tired of that same old
> cell phone?  Get a new here for FREE!
> https://www.inphonic.com/r.asp?r=sourceforge1&refcode1=vs3390
> _______________________________________________
> Razor-users mailing list
> Razor-users@lists.sourceforge.net
> https://lists.sourceforge.net/lists/listinfo/razor-users
> -------------------------------------------------------
This sf.net email is sponsored by: OSDN - Tired of that same old
cell phone?  Get a new here for FREE!
https://www.inphonic.com/r.asp?r=sourceforge1&refcode1=vs3390
_______________________________________________
Razor-users mailing list
Razor-users@lists.sourceforge.net
https://lists.sourceforge.net/lists/listinfo/razor-users",", www.inphonic.com",", 42.51","0, 1",0,", 204.235.124.180",0,"0, 1",", 0.017","0, 998",", 8008",", inphonic.com",0,", http",0,"0, 2",0,"1, 2",Safe Email
">>>>> ""E"" == Eirikur Hallgrimsson  writes:    E> Gary's news service at teledyn.com has an article on Internet
    E> Saturation.  Let me ask you....If you were on a rock in the
    E> middle of the Atlantic, mostly in the dark for half the year,
    E> wouldn't *you* like a bit of internet distraction?  They've
    E> already done the obvious and fiber-ringed the island.There's lots of similar places.  Saskatchewan, for example, once
shared with Iceland the distinction of most telephone connections per
capita, and for a long time shared the internet penetration lead with
Iceland (Sask is a land-locked massive expanse of ultra-flat dust with
only two rivers and farm sizes measured in the
hundred-thousand-hectares).It's still curious Iceland leads.  Maybe there's just a deep cultural
curiousity and fascination with watching advertising from the rest of
the world. Maybe they're downloading Bjork videos.-- 
Gary Lawrence Murphy  TeleDynamics Communications Inc
 Business Advantage through Community Software : http://www.teledyn.com
""Computers are useless.  They can only give you answers.""(Pablo Picasso)",www.teledyn.com,43.3,1,0,142.251.140.51,1,3,0.028,996,"443, 8008, 80",sof04s05-in-f19.1e100.net,1,"http, https",0,3,1,14,Safe Email
"..it's a major release and supports now SGI's FAM technology
(see http://www.oss.sgi.com/projects/fam/), meaning gentoo will
now be aware of changes made to the directories it's viewing.More details see emils ChangeLog on 
https://sourceforge.net/project/shownotes.php?release_id=103492--
regards from Germany
                   Matthias_______________________________________________
RPM-List mailing list 
http://lists.freshrpms.net/mailman/listinfo/rpm-list","sourceforge.net, www.oss.sgi.com","0.1, 46.53, 54.88","0, 1, 1","0, 1, 1","104.18.13.149, 212.65.142.194","0, 1, 1","5, 0, 3","0.055, 0.03","996, 0, 994","443, 80, 8008, 8080, 8443, 443, 8008, 80",", host225092480.vodafone.com.tr","0, 1, 1","http, http-proxy, http, https-alt, https, https","0, 0, 217","0, 45, 8","0, 15, 1","18, 0, 235",Safe Email
"Gooday,With warm heart my friend, I send you my greetings, and I hope this letter meets you in good time. It will be surprising  to you to receive this proposal from me since you do not know me personally. However, I am sincerely seeking your confidence in this transaction, which I propose with my free mind and as a person of intergrity. I have kept it to myself for a long time, and now I need to act, as time is not on my side. I want you to open-heartedly read through and give me your most needed support. I got your address from an internet directory, in my search for a contact. I apologize if this is not acceptable to you. The purpose of this letter is to seek your most needed assistance. My name is Donald Phiri, the farm supervisor and personal assistant to Mr. David Stevens, a very popular and rich farmer from Macheke, Zimbabwe. My master was murdered in cold blood in my presence on 15 of April 2001, due to the land dispute and political situation in my country, as a result of my master's financial support for the MDC (Movement for Democratic Change), the main opposition party to President Mugabe's party,  Zimbabwe African National Union Patriotic Front (ZANU-PF) . For more information on my master's murder, you may check the Amnesty International Country Report on Zimbabwe for the year 2001.When the pressure on white farmers started in Zimbabwe due to the support given to the war veterans by President Mugabe to invade farms and force out white farmers, my master forsaw the danger ahead, he then closed his major bank accounts, and together, we went to Johannesburg, South Africa to deposit the sum of $14.5 million (Fourten million, five hundred thousand USdollars), in a private security company, for safety. This money was deposited in a box in my name, as my master was being secretive with his name, as the South African government of Thambo Mbeki is in support of President Mugabe's actions. The box is labeled as gemstones. My master had planned to use this money  for the purchase of lands, new machines and chemicals for establishment of new farms in Botswana. He has used this company in the past to move money for the purchase of tractors and farm equipment from Europe. My master is divorced, and his wife Valerie, and only child, Diana have relocated to Bradford, !
 En!
gland for 9years now. I am currently in the Netherlands where I am seeking political asylum. I have now decided to transfer my  master's  money into an account for security and safety reasons. This is why I am anxiously and humbly seeking for your genuine assistance in transfering this money into an account without the knowledge of my government who are bent on taking everything my master left. You have to understand that this decision taken by me entrusts so much to you.If you accept to assist me, all I want you to do for me, is to make an arrangements with the security company to clear the box containing the money from their office here in the Netherlands, and then we will transfer the money into an account. You may open a new account for this purpose. I have applied to the security company to transfer the box from South Africa to their branch here, which they have done. To legally process the claim of the box, I will contact a lawyer to help me prepare a change of ownership and letter of authority to enable them recognise you as my representative, and deliver the box to you. I have with me, the certificate used to deposit the box, which we will need for claiming the box. For valuable assistance, I am offering you 10%($1,450,000) of the total money. I have also set aside 1%($145,000) of this money for all kinds of expenses that come our way in the process of this transaction, and 4%($580,000), will be given to Charity in my master's name I will give 25% ($3,625,000) to Valerie and Diana, after my share of the money has been transfered back to me. When they grant my asylum application, my share of the money (85%), will be transfered back to me, into an account I will solely own. I also intend to start up a business then. If you have knowledge of farming business in your country, or other areas of possible business investment that I may be interested in, please inform me, so that my some of my share of the money can be invested for the time being.Please, I want to you maintain absolute secrecy for the purpose of this transaction due to my safety and successful conclusion of the transaction. I look forward to your reply and co-operation, and I am sure it will be nice to extend ties with you.Yours sincerely,
Donald Phiri. 
--DeathToSpamDeathToSpamDeathToSpam--
-------------------------------------------------------
This sf.net email is sponsored by:ThinkGeek
Welcome to geek heaven.
http://thinkgeek.com/sf
_______________________________________________
Spamassassin-Sightings mailing list
Spamassassin-Sightings@lists.sourceforge.net
https://lists.sourceforge.net/lists/listinfo/spamassassin-sightings",", thinkgeek.com",", 43.19","0, 1","0, 3",", 3.168.236.115","0, 1","0, 3",", 0.013","996, 0",", 443, 8008, 80",", server-3-168-236-115.ist50.r.cloudfront.net","0, 1",", http, https","0, 80","0, 1","3, 11","230, 12",Phishing Email
"Hi Steph
I have found the talent that you are looking for, check out www.piercebrosnanlookalike.com
I found it last nite, he will be ideal for the movie, we should audition him next week. Let's do lunch next week call me.Davida",,0.1,0,0,,0,0,,0,,,0,,0,0,0,0,Phishing Email
"On Sun, Aug 04, 2002 at 04:36:11AM -0600, SoloCDM wrote:
> I tried several ways to force the command ln to create a link with
> an option attached . . . it wouldn't work.
> 
> How are there four (/bin/dnsdomainname /bin/domainname
> /bin/nisdomainname /bin/ypdomainname) different types of hostname
> links with their own separate options?
> 
There's a switch statement in the program on argv[0].It's not including any options in the link.L.-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie",,0.13,0,0,,0,0,,0,,,0,,0,0,0,0,Safe Email
"On Wed, Aug 21, 2002 at 11:26:13AM -0500, brad angelcyk wrote:
> 
> 
> Hi,
> 
> I have been using SpamAssassin for a few weeks, and I have noticed that
> the speed of scanning of email has drastically reduced since we switched
> to it.  My configuration is Sendmail 8.12.3 with SA 2.31 (using the
> spamass-milter sendmail milter).  There are 125 spamc processes running
> right now, and there were about 109 an hour ago.  They don't seem to be
> clearing up.  Does anybody have any information on what I can do?
> 
> Thanks,
> Brad
> 
the check_local tarball includes a program called miltrassassin.
It's a C Milter program speaking the SPAMD protocol so it will be
far more efficient than spamass-milter.
Check http://www.digitalanswers.org/check_local/miltrassassin.html
for some details about miltrassassin.                                                                                                                                                                     
The check_local tarball can be downloaded on
http://www.digitalanswers.org/check_local/beta.htmlAnother alternative solution is to use Mimedefang : it offers
anti-spam, attachment defanging, custom filtering.regards, SL/---
Stephane Lentz / Alcanet International - Internet Services
-------------------------------------------------------
This sf.net email is sponsored by: OSDN - Tired of that same old
cell phone?  Get a new here for FREE!
https://www.inphonic.com/r.asp?r=sourceforge1&refcode1=vs3390
_______________________________________________
Spamassassin-talk mailing list
Spamassassin-talk@lists.sourceforge.net
https://lists.sourceforge.net/lists/listinfo/spamassassin-talk",", www.inphonic.com",", 44.25","0, 1",0,", 204.235.124.180",0,"0, 1",", 0.005","0, 998",", 8008",", inphonic.com",0,", http",0,"2, 1, 2","0, 3","1, 5, 12",Safe Email
"I have a situation with a small network as follows:A number of client workstations which are running VMware, each of which will
run a local copy of Samba (not the VMware autoinstalled version) to let
VMware access local linux disks.An NIS/NFS server which will also run Samba to allow the VMware clients
access to its filesystems.How can I set things up so that all the VMware clients (all running 'doze
98, possibly being upgraded in future to W2K) authenticate against the NIS
server's Samba ? I have read the Samab documentation in  large quantities
down through the years but as I've never wanted to do anything like this, I
never paid much attention to all the stuff about domain controllers etc.
which I presume is what I will need to have running here.I would also like, if at all possible, to have synchronisation of passwords
between the NIS domain and the NIS server's Samba with minimal manual
intervention.Ideas, accompanied by annotated Samba configration files :-) , gratefully
received.
Niall-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie",,0.16,0,0,,0,0,,0,,,0,,0,0,0,0,Safe Email
"On Sun, 15 Sep 2002, Vernon Webb wrote:> I'm getting these messages and I'm not sure what they mean. Can anyone clear 
> this up for me? Thanks.
> 
> Sep 15 11:45:09 linux mailscanner[6128]: RBL Check ORDB-RBL timed out and 
> was killed, consecutive failure 3 of 7
> Sep 15 11:45:24 linux mailscanner[6128]: SpamAssassin timed out and was 
> killedYour running mailscanner and the timeout used got to check ORDB-RBL is too 
low and your timing out.  mailscanner will count up to seven timeouts and 
then automatically disable these checks until it restarts itself (within 4 
hours).-- 
Gerry""The lyfe so short, the craft so long to learne""  Chaucer-------------------------------------------------------
This sf.net email is sponsored by:ThinkGeek
Welcome to geek heaven.
http://thinkgeek.com/sf
_______________________________________________
Spamassassin-talk mailing list
Spamassassin-talk@lists.sourceforge.net
https://lists.sourceforge.net/lists/listinfo/spamassassin-talk",", thinkgeek.com",", 44.06","0, 1","0, 3",", 3.168.236.22","0, 1","0, 3",", 0.0096","996, 0",", 443, 8008, 80",", server-3-168-236-22.ist50.r.cloudfront.net","0, 1",", http, https","0, 79","0, 1","3, 11","230, 12",Safe Email
"> On Mon, 9 Sep 2002, Rick Baartman wrote:
> > Is there a way to do a global Sort command?
> 
> 
> Wanting to sort like that is not common; I'd be surprised if exmh has
> a widget for it.  You can achieve what you want with the command-line
> mh tools, though.
> I suggest doing the following from a shell prompt:
> 
>  sh -c 'for f in ""`folders -recurse -fast`"" ; do sortm +""$f"" ; done'
> 
> (The command ""sortm"" will sort a particular folder, and
> ""folders -recurse -fast"" prints out a list of all of your folders.)
> 
> 
Thanks Tom and Jacob. The above works, but without the double quotes: i.e. sh -c 'for f in `folders -recurse -fast` ; do sortm +""$f"" ; done'I'd attach this command to the sorting menu if I knew any tcl...--
rick_______________________________________________
Exmh-users mailing list
Exmh-users@redhat.com
https://listman.redhat.com/mailman/listinfo/exmh-users",,0.12,0,0,,0,0,,0,,,0,,0,21,2,26,Safe Email
"> Yeah, that's exactly what I was doing--I didn't realize I was
> incurring administrative pickle bloat this way.  I'm specifically
> trying to make things faster and smaller, so I'm storing individual
> WordInfo pickles into an anydbm dict (keyed by token).  The result
> is that it's almost 50 times faster to score messages one per run
> our of procmail (.408s vs 18.851s).This is very worthwhile.> However, it *does* say all over the place that the goal of this
> project isn't to make the fastest or the smallest implementation, so
> I guess I'll hold off doing any further performance tuning until the
> goal starts to point more in that direction.  .4 seconds is probably
> fast enough for people to use it in their procmailrc, which is what
> I was after.Maybe.  I batch messages using fetchmail (don't ask why), and adding
.4 seconds per message for a batch of 50 (not untypical) feels like a
real wait to me...--Guido van Rossum (home page: http://www.python.org/~guido/)",www.python.org,47.13,1,3,151.101.192.223,1,3,0.034,996,"443, 8008, 80",,1,"http, https",0,34,9,71,Safe Email
"On Wed, Jul 31, 2002 at 12:02:01PM +0100, Satelle, StevenX mentioned:
> I dislike being forced to learn something and mostly refuse to do it.  Did you burn yourself often, as a child ?John
-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie",,0.16,0,0,,0,0,,0,,,0,,0,0,0,0,Safe Email
"Hi, does anyone have a collection of real-world-spam, that I could use to
test my setup?
-------------------------------------------------------
This sf.net email is sponsored by: OSDN - Tired of that same old
cell phone?  Get a new here for FREE!
https://www.inphonic.com/r.asp?r=sourceforge1&refcode1=vs3390
_______________________________________________
Spamassassin-talk mailing list
Spamassassin-talk@lists.sourceforge.net
https://lists.sourceforge.net/lists/listinfo/spamassassin-talk",", www.inphonic.com",", 44.98","0, 1",0,", 204.235.124.180",0,"0, 1",", 0.003","0, 998",", 8008",", inphonic.com",0,", http",0,"1, 2","0, 3","1, 12",Safe Email
"Once upon a time, Harri wrote :> > You can't get the file index from here either?
> > http://apt.nixia.no/apt/files/
> 
> The requested URL /apt/files/ was not found on this server.Very strange then : It works fine from here, even shift-reloading and with
no proxy whatsoever!> > During the past few days, I've experienced connection problems with
> > that site from time to time, but for me right now it's working.
> 
> Maybe it's temporary :-/If you need another apt repository with Red Hat Linux 7.2 files, there are
a few others. See : http://freshrpms.net/apt/Matthias-- 
Matthias Saou                                World Trade Center
-------------                                Edificio Norte 4 Planta
System and Network Engineer                  08039 Barcelona, Spain
Electronic Group Interactive                 Phone : +34 936 00 23 23_______________________________________________
RPM-List mailing list 
http://lists.freshrpms.net/mailman/listinfo/rpm-list",,"0.1, 0.12",0,0,,0,0,,0,,,0,,"0, 0, 53","0, 0, 18","0, 0, 1","0, 0, 5",Safe Email
"CashIC.com ï¿½nternetten para kazandiran, en onemlisi Turkiye ye de odeme yapan bir sponsor. Uye olmak icin internetsitenizin olmasï¿½ da gerekmiyor, herkes uye olup para kazanabilir.
Uye olduktan sonra 6 degisik sekï¿½lde para kazanmaya basliyor ve her ay basinda ne kadar kazandiysaniz odemezi 10 gun ï¿½cï¿½nde cek olarak aliyorsunuz! Internetten para kazanmak istiyenler icin kacirilmamasi gereken bir firsat!!!
Attaki linke tï¿½kladiktan sonra acilan sayfadan ""Join Now"" yazan yere tiklayip acilan formu doldurun & Kazanmaya baslayin !!!!
Click here:  http://www.clickXchange.com/er.phtml?act=153133.60---------------------------------------------------------------------
--DeathToSpamDeathToSpamDeathToSpam--
-------------------------------------------------------
This sf.net email is sponsored by:ThinkGeek
Welcome to geek heaven.
http://thinkgeek.com/sf
_______________________________________________
Spamassassin-Sightings mailing list
Spamassassin-Sightings@lists.sourceforge.net
https://lists.sourceforge.net/lists/listinfo/spamassassin-sightings","thinkgeek.com, lists.sourceforge.net, www.clickXchange.com","42.45, 86.77, 42.91",1,"0, 3","3.168.236.22, 208.91.196.152, 216.105.38.7","0, 1, 1","1, 3, 3","0.0096, 0.023, 0.15","0, 998, 996","443, 8008, 8008, 53, 80, 80",", server-3-168-236-22.ist50.r.cloudfront.net","0, 1","http, http, domain, https","0, 79","0, 0, 1","0, 0, 3","13, 12, 195",Phishing Email
"On Tue, 27 Aug 2002 the voices made Robin Lynn Frank write:> > Tony Svanstrom, on SpamAssassin-talk, noted this US patent:
> >
> > http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=/netah
> >tml/PTO/search-adv.html&r=62&f=G&l=50&d=PG01&s1=spam&p=2&OS=haiku&RS=spam> I took a bit of time to review what is on the above URL.  If I were a news
> editor, the headline would be:
>
> ""Inventor"" from country that ignores patents and copyrights, seeks patent for
> inventing the wheel! The wheel is already patented in Australia; Melbourne man patents the wheel: 
 The sad news is that there seems to be a lot of patents (pending or not)
that's for very basic/general ideas; it's the current form of ""domainnapping"",
and it might turn uggly when people start trying to enfoce these patents.
	/Tony
-- 
# Per scientiam ad libertatem! // Through knowledge towards freedom! #
# Genom kunskap mot frihet! =*= (c) 1999-2002 tony@svanstrom.com =*= #     perl -e'print$_{$_} for sort%_=`lynx -dump svanstrom.com/t`'",,0.16,0,0,,0,0,,0,,,0,,0,15,2,6,Safe Email
"On Wed, 25 Sep 2002, Joseph S. Barrera III wrote:> Let's say you're behind a firewall and have a NAT address.
> Is there any way to telnet to a linux box out there in the world
> and set your DISPLAY in some way that you can create
> xterms on your own screen?As other people suggested: SSH. PuTTY 	http://www.chiark.greenend.org.uk/~sgtatham/putty/download.htmlcan do it. Can run, say xclock (I'm running an X server under W32 at work,
tunneling through a NAT box), but from Linux, not from Solaris.  Probably
OpenSSH misconfigurat5ion.",www.chiark.greenend.org.uk,55.31,1,0,93.93.131.173,1,8,0.081,0,"110, 22, 993, 80, 8008, 443, 143, 53",chiark.greenend.org.uk,1,"ssh, pop3, imaps, imap, domain, http, https",90,21,2,12,Safe Email
