ت;Email Text;Email Type
109;"كان الرئيس الملكي لمجتمعي ، إليم (مدينة غنية بالنفط) في نيجيريا. ينتج مجتمعي 5.8٪ من إجمالي إنتاج النفط الخام في نيجيريا و 0.5٪ من قيمة الدولار لكل برميل يتم دفعها لوالدي كإتاوة من الحكومة الفيدرالية. كان والدي أيضًا رئيسًا لصندوق ائتمان النفط الخاص ELEME. في منصبه كرئيس ملكي ورئيس مجلس إدارة صندوق ائتمان النفط ، جنى بعض المال الذي تركه لي بصفتي الوريث الوحيد الذي ورثته ، والمال هو FIVEMillion وخمسمائة ألف دولار أمريكي (5.5 مليون دولار). نشأت هذه الأموال من الإتاوات المتراكمة بين عامي 1976-1998. بسبب ضعف النظام المصرفي في نيجيريا وعدم الاستقرار السياسي نتيجة للقواعد العسكرية السابقة (1985-1999) ، قام بإيداع هذه الأموال في VAULTS ""مع مستفيد مفتوح لشركة أمنية معلقة عندما ينتهي من الترتيبات للحصول على مساعدة في الخارج. هو كان يخطط لهذا عندما توفي فجأة أواخر العام الماضي من نوبة قلبية.";Phish Email - 109
110;صديقي العزيز ، خطاب للحصول على مساعدة عاجلة بشأن تحويل الأموال أولاً ، يجب أن ألتمس ثقتك التامة في هذه المعاملة بحكم طبيعتها باعتبارها سرية تمامًا وسرية تامة. لمقاضاة صفقة كبيرة الحجم تنطوي على إتمام صفقة تجارية تتطلب أقصى قدر من الثقة. نحن كبار المسؤولين في الوزارة الاتحادية للحكومة المحلية والتنمية الريفية أكرا - غانا ، نحن مهتمون بالاستثمارات في بلدك بأموال محاصرة حاليًا هنا في غانا في بلدان أخرى لبدء هذا العمل ، نطلب مساعدتنا لتمكيننا من تحويل الأموال المذكورة إلى حسابك.;Phish Email - 110
111;"رقم الهاتف {44-879292806} اتصال عاجل جدًا .PS ؛ يجب أن يكون لديك هذا كإشعار ، أنه بعد نجاح هذه المعاملة ، ستحصل على 25٪ (أي 3،750،000.00 جنيه إسترليني) حيث تنتظر مشاركتك باقي الأموال التواجد في بلدك. تم إرسال هذا البريد الإلكتروني بواسطة Direccion.com 2.0";Phish Email - 111
112;الرئيس / المدير الإداري سيدي العزيز / سيدتي ، طلب علاقة عمل عاجلة نحن كبار المسؤولين في لجنة مراجعة العقود التابعة للحكومة الفيدرالية لنيجيريا المهتمين باستيراد البضائع إلى بلدنا والاستثمار في الخارج بأموال محاصرة حاليًا في نيجيريا. من أجل بدء هذا العمل ، نطلب مساعدتك ومعرفتك وخبرتك لتمكيننا من تلقي الأموال المحاصرة المذكورة في الخارج ، من أجل الشراء والمخزون اللاحق للبضائع المراد استيرادها والاستثمار في الخارج.;Phish Email - 112
113;من مكتب الدكتور أمان لازار لقسم التدقيق في بنك إفريقيا. أبيدجان - كوت ديفوار. انتباه عاجل ، لدي اقتراح لك ، ولكن هذا ليس إلزاميًا ولن أجبرك بأي شكل من الأشكال على احترامه رغماً عنك. أنا الدكتور أمان لازار ، وأعمل مع أحد البنوك (أحد البنوك الأفريقية الرائدة في الساحل الغربي). يوجد هنا هذا البنك حساب خامل على مدار السنوات الثماني الماضية والذي ينتمي إلى مواطن أمريكي هو الآن السيد موريس طومسون الذي توفي في رحلة خطوط ألاسكا رقم 261. http://archives.cnn.com/2000/US/02/01/alaska .airlines.list /;Phish Email - 113
114;أخيرًا ، يُنصح بموجبه بالإشارة إلى هذا المكتب الموقر مع التأثير الفوري ، إذا كنت الشخص الذي أصدر تعليمات للسيد جون تساي  o تعال للمطالبة بهذه الأموال ، لتمكينني من المصادقة على الدفع النهائي أمر الموافقة نيابة عنه. يجب عليك الاتصال برقم الهاتف من أجل  المزيد من التوضيحات.  20 ننتظر أن نسمع منك قريبًا ، وكن مطمئنًا إلى خدمتنا المهنية . قم بحماية أموالك من خلال الرد على عنوان البريد الإلكتروني هذا للحصول على سبب مؤكد حتى لا يستحوذ جون تساي على أموالك.البروفيسور تشارلز.;Phish Email - 114
115;تحتوي هذه الرسالة على معلومات سرية وهي مخصصة فقط للمرسل إليه المحدد. إذا لم تكن المرسل إليه المسمى ، فلا يجب عليك توزيع هذا البريد الإلكتروني أو نسخه. لذلك لا يقبل المرسل liab  ility عن أي أخطاء أو سهو في محتويات هذه الرسالة ، والذي ينشأ نتيجة إرسال البريد الإلكتروني. يرجى ملاحظة أننا نحتفظ بالحق  في مراقبة وقراءة أي رسائل بريد إلكتروني يتم إرسالها واستلامها بموجب لوائح Telecommunicat  أيونات (الممارسات التجارية القانونية) (اعتراض الاتصالات) لعام 2000.;Phish Email - 115
116;ontact Barrister Samuel Isetun الذي سيقف في المقدمة نيابة عنك في هذا الأمر حتى يتمكن من المضي قدمًا إلى المحكمة الفيدرالية العليا لبدء  عملية تأمين جميع المستندات القانونية التي يجب استخدامها لعمل نسخة احتياطية  هذه المطالبات.  20 من فضلك أود إخبارك بأنني سأتحمل المسؤولية الكاملة  أي رسوم في هذه المعاملة حتى لا تضطر إلى إنفاق أي شيء. كل ما في الأمر هو مساعدتك للوقوف كأقرب أقرباء لعميلي الراحل بحيث يمكن تحويل mon  ey إلى حسابك بصفتك المستفيد. هيوستن جيه شوتان.;Phish Email - 116
117;أرسل لي أيضًا رقم هاتفك السري ورقم الفاكس ، حيث نتوقع ألا تستغرق المعاملة أكثر من عشرة أيام عمل. سنناقش نسبة المشاركة والطرائق الأخرى عندما أحصل على ردك. يرجى ملاحظة أن هذه المعاملة يجب أن تكون سرية للغاية.;Phish Email - 117
118;إذا كان هذا الاقتراح يلبي احتياجاتك ، فقد قررنا أن نمنحك نسبة مئوية قابلة للتفاوض من إجمالي المبلغ، على أمل أن يكون ذلك مرضيًا. الرجاء إرسال ما يلي مع إجابتك: رقم هاتف وفاكس سري / خاص اسم وعنوان جهة الاتصال ، شكرًا لك على الاستجابة العاجلة التي طال انتظارها.;Phish Email - 118
119;عزيزي  2CI ، أتمنى أن يلتقيك هذا البريد بصحة جيدة وروح جيدة  2C أنا  2C William Bright  2C A Sierra Leonia  2E حاليًا  2C أعيش كلاجئ في جمهورية السنغال داكار  2C مع أختي الصغرى  2C كلاريس  2E أنا ضحية حرب وابن الرئيس الراحل الدكتور  2ES  2EIKUEZE مساعد المدير السابق لمؤسسة تعدين الذهب والماس في سيراليون  2E قُتل والدي مع مسؤولين حكوميين آخرين خلال الساعات الرسمية عندما اقتحمت القوات المتمردة وداهموا مكتب مؤسسة التعدين في خضم الأزمة في بلدي  2E بعد أسابيع قليلة  2C كما اقتحم المتمردون بناياتنا السكنية حيث قُتلت والدتي واثنان من رجال الأمن لدينا في المجمع أثناء خروجي برنامج بحث خاص وأختي الصغرى كانت في المدرسة  2E تعرضت لصدمة وصدمة مفردة  2C مما أجبرنا على الفرار من البلاد إلى جمهورية السنغال داكار بمساعدة عقيد بالجيش  2C وهو صديق مقرب من والدي الراحل  2C لدي الدرجة الأولى n التسويق وكنت سأحصل على مزيد من تعليمي إذا لم يكن الأمر يتعلق بوفاة والداي  2E لم أعمل أبدًا لكسب لقمة العيش منذ أن كان والداي المتأخران يمتلكان ثروة كافية لنا  2E أنا أتصل بك الآن بسبب الصعوبة الحالية التي أواجهها  2E للأسف ، تم تجميد حسابي والدي في غرب إفريقيا مؤخرًا  2E ومع ذلك لم يؤثر ذلك على عشرين مليون وستمائة ألف دولار  28 دولارًا أمريكيًا 20  2C600  2C000  29  2C الذي احتفظ به في شركة أمنية في السنغال dakar  2E في الوقت الحالي  2C لدي كل المعلومات والمستندات اللازمة لتخليص الأموال في شركة الأمن هنا في السنغال داكار وأريدك أن تتصرف بصفتك المستفيد من الصندوق لتحويل سهل وسلس إلى حسابك في الخارج لأغراض الاستثمار  2E لن تشك في أن يتم تعويضك بشكل كافٍ وكذلك نسبة الربح من استثمار الصندوق  2E كما سترى أن أختي وأنا أذهب إلى بلدك في أقرب وقت ممكن  2E أنا ماكين g هذا الطلب إليك بالدموع في عيني وأشعر أن الله سبحانه وتعالى سوف يلمسك بروحه للاستماع إلى صرخي للمساعدة والإجابة لي دون تأخير  2E لأن العائل لم يعد موجودًا وهذا هو الأمل الوحيد للحياة  2E ستعطيني ردك الإيجابي أعظم الفرح والإغاثة  2E بارك الله فيك على مساعدتك الطيبة ، لقد اتفقنا على أن نقدم لك 20٪ من المبلغ الإجمالي  2E في انتظار ردك العاجل بجدية  2E مع أطيب التحيات  2EPLZZ هاتفك رقم ورقم الفاكس الخاص بك  2C MR  2EWILLIAM  2EB  2EIKUEZE اتصل بي باستخدام ADDERSS E-MAIL ADDERSS  3ABright  5Fwilliam2005  40walla  2Ecom;Phish Email - 119
120;سيدي العزيز ، شكرًا لك على طلبك عبر الإنترنت للحصول على حساب تجاري مع Wells Fargo. نحن نقدر اهتمامك بالخدمات المصرفية معنا. من أجل فتح حساب تجاري ، يجب أن نتلقى معلومات ائتمانية محددة يمكن التحقق منها. نظرًا لعدم وجود مواقع لـ Wells Fargo في ولايتك ، لا يمكننا تأكيد معلومات الائتمان في طلبك. وبالتالي ، يؤسفنا أن نقول إنه لا يمكننا فتح حساب لعملك في هذا الوقت. مرفق به تطبيق Wells Fargo الخاص بك وملف الضمان الاجتماعي الخاص بك ، مع خالص التقدير ، مركز موارد الأعمال Sherli Chin خدمات Wells Fargo Bank;Phish Email - 120
121;"مرحباً ، هذا فاسيل نانتشيف. أردت فقط إخباركم بشيء حساس للوقت حقًا. لأول مرة منذ 20 عامًا ، ستشهد أمريكا إطلاق صحيفة وطنية جديدة. ï¿½ سيتم إطلاق ""THE USA TIMES"" في يناير. 1 2004 ، والترويج هو الآن. يمكنك الانضمام مجانًا وإحضار أعضاء آخرين إلى البرنامج للحصول على دخل متبقي كبير مدى الحياة. إنهم يروجون لها من خلال الامتيازات والرهون البحرية ويدفعون على 5 مستويات. هذا سيجمع الكثير والأشخاص الذين يتصرفون الآن سيكسبون الكثير من المال في السنوات القادمة. لا تضيع الوقت والاشتراك في http://www.newsbucks.com/index.php؟ id  49641 بمجرد التسجيل (مجانًا) ، ما عليك سوى الاتصال بي وسأخبرك عن كيفية جذب أشخاص آخرين للانضمام إلى البرنامج. إذا قام 10 أشخاص فقط (من الممكن أن يكونوا أصدقاءك أو أفراد عائلتك أو زملائك في العمل) بالاشتراك معك ، يمكنك جني آلاف الدولارات كل شهر دون القيام بأي عمل. انها حقيقة! أنا متحمس حقًا وأنا متأكد من أنك ستكون أيضًا بعد قراءة التفاصيل الكاملة إليك الرابط مرة أخرى ...";Phish Email - 121
122;P.G. كروس آند سوليسيترزبيرلينجتون هاوس ، كروسبي رود وست ووترلو ، ليفربول L4 0PJ ، إنجلترا. إخطار الطلب نيابة عن الأمناء والمنفذين لممتلكات LateEngr. كذلك كلاين ، أحاول مرة أخرى إخطارك لأن الرسالة السابقة لم يتم تسليمها. أواخر المهندس. كما ترك كلاين مبلغ سبعة ملايين وخمسمائة ألف دولار أمريكي (7500.000.00 دولار أمريكي) لك في الكودسيل وآخر وصية على إرادته. قد يبدو هذا غير معقول بالنسبة لك ، لكنه صحيح.;Phish Email - 122
123;"صديقي العزيز ، اسمي إدوارد مور ك. توفي خبير العقارات مؤخرًا ، تاركًا ثروة كبيرة باسمك باسم ""قريب من أقربائه"". اتصل بي على الفور عبر هاتفي المباشر: + 44-7045705184 أو من الأفضل أن ترسل لي بريدًا إلكترونيًا إلى عنوان بريدي الإلكتروني المباشر كما هو مذكور أدناه لاتخاذ إجراء فوري بشأن هذا يهمني البريد الإلكتروني: edward.moore20@yahoo.co.uk أتوقع ردك الفوري والاتصال ، واسمحوا لي أيضًا أن أحصل على هاتف مباشر وخطوط الهاتف المحمول حتى أتمكن من الاتصال بك أيضًا ، هذا الأمر يتطلب إجراءات عاجلة وأحثك على جعل ذلك ممكنًا. في انتظار ردكم Edward Moore Q.C الشريك الرئيسي Edward Moore & Associates الهاتف المباشر: + 44-7045705184";Phish Email - 123
124;"عناية عاجلة ""الآن"" من: السيد لويس بيترز. انتباه عاجل هذا لإبلاغك بأنه قد تمت الموافقة على أموالك البالغة 15 مليون دولار أمريكي لتسليمها لك على الفور. ولغرض التوضيح ، ننصحك بإعادة تأكيد الأسماء الكاملة / أرقام الهاتف المباشرة / العنوان الفعلي مع الرمز البريدي / العمر / ممارسة الجنس حتى لا يكون هناك خطأ أثناء تسليم الأموال لك في بلد إقامتك ، وسوف تكون استجابتك السريعة موضع تقدير كبير. مبروك مقدما انه عاجل جدا السيد لويس بيترز.";Phish Email - 124
125; EFFORT INPUT بعد التحويل الناجح لهذا الصندوق إلى حسابك  المعين في الخارج. علاوة على ذلك ، يمكنك الإشارة إلى خيارك  تجاه مساعدتي كما أعتقد أنه سيتم إبرام هذه المعاملة في غضون سبعة (7) أيام من شأنها مساعدتي. أنا  سأقدر أنك سترسل لي بريدًا إلكترونيًا. مما يأمل أن تسمع منك  قريبًا. الشكر وبارك الله. جيسيكا أمير توني;Phish Email - 125
126;تم عمل الشحنة بالحصانة الدبلوماسية [على ألا يتم تفتيشها من قبل أي سلطة. إذا كنت تستطيع مساعدتي ، فسيسعدني أن أقدم لك 10٪ من إجمالي الأموال لمساعدتكم ومشورتكم بشأن الاستثمارات. أتمنى أن أسمع منك في أقرب وقت لكي نمضي قدمًا. شكراً لك وبارك الله فيك مع خالص الشكر ، الآنسة أرانيما إنفاندي  احمِ حاسوبك الشخصي الآن! - حملة أمان 0 ين;Phish Email - 126
127;كانت الصدمة التي لم تترك ذكرياتي حتى الآن كيف والدي الراحل السيد. أرمينغول أوبيانغ ، شقيق السيد تيودورا أوبيانغ ، رئيس غينيا الاستوائية ، تم اعتقاله واحتجازه من قبل حكومة غينيا الاستوائية الحالية لذكره كراعٍ رئيسي في الانقلاب الفاشل الذي قاده المرتزق الجنوب أفريقي نيك دو توا في مارس 2004. أكتوبر / تشرين الأول 2005 ، حوالي الخامسة صباحًا ، اقتاد مجموعة من الرجال الذين يرتدون الزي الرسمي والدي ، وهو رجل أعمال بارز ، منا. خلال زيارتنا لهيم في معتقله ، أخبرنا أنه علم بخطة الانقلاب المزعومة ، لكنه لم يتعهد برعايته حتى يوم اعتقاله. جميع المعتقلين تعرضوا لسوء المعاملة وما زالوا يخضعون لمثل هذا حتى الآن. لم يفعل الرئيس الإلكتروني السيد تيودورو نغويما أوبيانغ شيئًا حيال ذلك. في 20 أكتوبر 2005 ، تم رفض مقابلة والدي. في هذه المرحلة ، كان علينا استشارة محامي الأسرة الذي تدخل ، وكشف كذلك عن وفاة والدي ، وقمعت الحكومة الأخبار ولم يتم الرد على استفسارنا عن سبب وفاته. أ  هذه النقطة ، لم يكن من الآمن بالنسبة لنا الاستمرار في الإقامة في البلد بلطف بمساعدة محامي الأسرة ، تم استرداد معظم ممتلكات عائلتنا وأعمالنا من الحكومة. كانوا ;Phish Email - 127
128;بنك الصين 100 CHI LIN ROADTAIPEI 104 TAIPEITAIWANK OF CHINA100 TAIPEITAIWANK OF CHINA100 CHI LIN ROADTAIPEI تنبيه: أنا السيد تاو سونغ ، مدير البنك في البنك التجاري الدولي الصيني ، 100 Chi Lin Rd ، تايبيه 104 تايبيه تايوان. لدي عرض عمل عاجل وسري للغاية بالنسبة لك ، مستشار النفط البريطاني / المقاول مع شركة SolidMinerals الصينية ، قام السيد ريموند بيك بإيداع رقم (ثابت) لمدة اثني عشر شهرًا تقويميًا ، بقيمة 18.000.000.00 دولار أمريكي (ثمانية عشر مليون دولار) في فرعي. عند الاستحقاق ، أرسلت إخطارًا روتينيًا إلى عنوان إعادة التوجيه الخاص به ولكني لم أحصل على أي رد. بعد شهر ، أرسلنا تذكيرًا واكتشفنا أخيرًا من أصحاب العمل المتعاقدين معه ، الشركة الصينية الصلبة للمعادن ، أن السيد ريموند بيك توفي في حادث تحطم طائرة مع زوجته السيد والسيدة ريموند ودورين بيك في رحلة مصر للطيران 990،1999;Phish Email - 128
129;تسونامي وإعصار كاترينا وإعصار ويلما وزلزال جنوب آسيا ، 55٪ لمنظمات خيرية أخرى حول العالم و 5٪ لجهودك ووقتك. للتواصل معك. يجب عليك الرد على هذا البريد الإلكتروني إذا كنت مهتمًا بتنفيذ هذه المهمة نيابةً عني.;Phish Email - 129
130;أخي العزيز  2 أخت يوم سعيد لك وأتمنى أن يجدك هذا البريد الإلكتروني في حالة جيدة وبصحة جيدة  2E أكتب لك هذا البريد الإلكتروني للبحث عن تعاون استثماري ممكن ومساعدة في بلدك  2E It سأكون سعيدًا للدخول في تعاون استثماري محتمل في شركتك  2E إذا كنت مهتمًا  2C قم بالرد علي في أقرب وقت ممكن حتى نتمكن من المناقشة بمزيد من التفاصيل  2E أتمنى لك يومًا سعيدًا وأنا أنظر إعادة توجيه لقراءة منك  2C قريبًا  2E مع خالص التقدير  2C Anastesia Williams  2E;Phish Email - 130
131;تنبيه ، أرجو أن تتقبلوا اعتذاري الصادق إذا كان بريدي الإلكتروني لا يتوافق مع أخلاقياتكم المهنية أو الشخصية. سأقدم نفسي أولاً باسم السيد DavidPerry ، وهو موظف في قسم العملاء الخاصين في أحد البنوك المعروفة ، هنا لندن ، إنجلترا. أحد حساباتنا ، برصيد 15،000،000 (خمسة عشر مليون جنيه إسترليني) كان خامداً وتم تشغيله آخر مرة قبل بضع سنوات. من;Phish Email - 131
132;من السيد هنري ألينابيدجان كوت ديفور (ساحل العاج) البريد الإلكتروني الخاص: henry_finance2003@yahoo.frTel: + 22509620113I AM MR HENRY ALLEN ، موظف في أحد البنك التجاري الرابع في أبيدجان كوت ديفاستوير سيكون مفيدا لكلا منا. مبلغ الأموال المتضمنة هو (22.5000.00 مليون دولار أمريكي) الذي أريد تحويله خارج البلد إلى حسابك المصرفي ، كل ذلك لصالحك المالي ومكافأتك أيضًا. كان هذا المال مملوكًا لأحد العملاء في بنكنا ، ويُطلق على اسم الرجل اسم السيد مارك غارسيا هذا البلد. تاجر أعمال في مناطق غرب أفريقيا. لقد مات منذ ما يقرب من سبع سنوات مضت. ومنذ ذلك الحين ، لم يتم وضع أي مطالبة في رصيد حسابه المصرفي. أرغب في تحويل هذا المبلغ إلى خارج البلد ولكن لا يمكن تحويل هذا الصندوق دون أي قريب من الأقرباء مرفق بالصندوق. يجب أن تكون أنت صاحب العمل المسؤول عن رعاية السيد مارك غارسيا وممتلكاته ، وسأوفر لك المواد والمعلومات التي ستُقدم مطالبة ناجحة في الصندوق. سأكون بمثابة توجيهاتك وموجهك طوال مدة هذه المعاملة لضمان تحويل الأموال بطريقة سويفت وأكيدة إلى حسابك المصرفي. وبالنسبة لمزاياك ، يجب أن تحصل على 40٪ من هذا المبلغ مقابل تعاونك. عملية. لذلك إذا كنت مهتمًا ، فأرسل ردًا لي فورًا وفي ردك ، يرجى تضمين [أرقام الهاتف الخاصة] العاجل الخاص بك ويجب أن تكون هذه الشركة بمثابة صفقة بيننا بشكل خاص ، يرجى الاتصال بي مع أطيب التحيات ، هنري ألين;Phish Email - 132
133;"سيدي فرصة الاستثمار والتعاون .. أطيب تحياتي وتحياتي لك. وجدتك هافن مدرجًا مع عمولتك التجارية في بلدنا ؛ نرغب في التعامل معك ، ومن ثم استلامك لهذه الرسالة ، والغرض من هذه الرسالة هو تقديم أنفسنا لك ، نحن شركة استشارات أعمال في الشرق الأوسط ، نقدم خدمات مستشار الأعمال في المنطقة ، لسنا شركة كبيرة جدًا ، ولكن عندما واجهتك فجأة مهمة استثمار أموال في بلدك تتجاوز قدرتنا ، قررت البحث عن شريك ، لأننا لم نقم بأعمال تجارية في بلدك أبدًا ، فنحن نتوسط في صفقة استثمار في بلدك نيابة عن عميل لشركتنا. ستشمل هذه الصفقة استثمارًا نهائيًا بقيمة 25 مليون دولار أمريكي (خمسة وعشرون مليون دولار) في بلدك ، ونحن بموجب هذه الرسالة نقدم لك شراكتنا ، لذلك للسماح لنا بأن تكون ممثلًا ومديرًا للأموال المستثمرة في بلدك. نظرًا لأنه لا يمكننا تحديد ما إذا كان هذا البريد الإلكتروني لا يزال يعمل وكذلك رغبتك ، فقد حافظنا على هذا الاقتراح موجزًا. إذا كنت مهتمًا بعرض الشراكة هذا ، يرجى الرد وإعطائنا تفاصيل الاتصال الكاملة (كما هو مفضل لهذا التفاعل) بالإضافة إلى ملف تعريف الشركة وفي الرد سوف نرسل لك عرضًا تفصيليًا وتفاصيل عن هذا العرض ، وسنقدر استجابتك السريعة ، شكرًا لك ، الحاج عبد محمد ، الشريك الإداري ، HST & Associates.";Phish Email - 133
134;أنتظر ردك العاجل. بصدق ، إنجر ويليام أوكي  هل أنت ياهو!؟ هل سئمت البريد العشوائي؟ ياهو! يتمتع البريد بأفضل حماية من البريد العشوائي حول http://mail.yahoo.com;Phish Email - 134
135;أيها الخدم ، نحن غير مصرح لنا بتشغيل حساب بنكي أجنبي ، ومن هنا جاء قرارنا باستخدام حسابك بثقة وثقة تامين لتحويل هذه الأموال إلى خارج نيجيريا. لقد اتفقنا بشكل مشترك على تحويل الأموال إلى حسابك شريطة موافقتك وإثبات أنه يمكن الوثوق بك. سأقوم بتسوية الموافقات لتعكس أنك المستفيد من الأموال ، وقد عقدنا العزم على منحك 25٪ من المبلغ الإجمالي لمساعدتكم ، كما سيتم استخدام 5٪ لتحمل جميع النفقات التي سنتكبدها في سياق ذلك. الصفقة ، بينما سنستثمر حصتنا البالغة 70٪ في التطوير العقاري في بلدك ، والذي ستديره لنا بانتظار استقالتنا من الخدمة المدنية. إذا كنت قادرًا على المساعدة في النقل ، فيرجى الاتصال بي فورًا بناءً على معلوماتي أعلاه. من فضلك ، قد تتجاهل هذه الرسالة أيضًا وتحترم ثقتي فيك وسريتها من خلال عدم الكشف عن هذه المعاملة ، يجب ألا تكون مهتمًا. مع أطيب التحيات. دان كابو.;Phish Email - 135
136;"من حساب PayPal الخاص بك إلى عنوان البريد الإلكتروني الأول في القائمة أدناه ، al  ong مع ملاحظة تقول:  20 ""الرجاء إضافتي إلى قائمتك البريدية.""  20 تأكد من إضافة هذه الملاحظة ، لأن هذا هو ما يحفظ هذا البرنامج قانونيًا . في  الهياكل المتعلقة بكيفية إرسال دفعة موجودة ضمن ""إرسال الأموال"" في PayPal  الموقع. الأمر بهذه السهولة !!  20 ها هي القائمة الحالية: ";Phish Email - 136
137;المبلغ المذكور هو (14 مليون جنيه) وهو حوالي (28 ملي  بالدولار الأمريكي) كما قد يثير اهتمامك ، سنقوم بعد ذلك بمشاركة هذا  الأموال بنسبة يتفق عليها كلانا ، يرجى إذا كنت مهتمًا بالعودة  إليّ على الفور لمزيد;Phish Email - 137
138;1. قناعتنا بالشفافية عن صدقك واجتهادك. 2. أن تتعامل مع هذه المعاملة بمنتهى السرية والسرية بسبب الظروف التي نجد أنفسنا فيها الآن. 3. أن يتم تحويل الأموال إلى حساب لديك سيطرة مطلقة عليه. تم وضع الإجراءات على أعلى مستوى من رئاسة البنك المركزي النيجيري للتحويل الفوري للأموال في غضون 14 يوم عمل ، رهنا برضاك عن الشروط المذكورة أعلاه. نؤكد أن دورك خالٍ من المخاطر بنسبة 100٪. لمنح هذه المعاملة والشرعية التي تستحقها وللحصول على الأمن المتبادل للأطراف المعنية والصناديق ، ستتم معالجة إجراءات الموافقة بالكامل رسميًا وقانونيًا باسمك أو اسم شركتك التي قد ترشحها كمستفيد حسن الحظ. كن على علم أيضًا أن السبب الرئيسي للاتصال بك هو لسبب واضح أننا نريد استثمار هذه الأموال في العقارات. نعتقد أنه يمكنك تقديم مساعدة قليلة في هذا الصدد. يرجى تسريع الإجراءات حتى نتمكن من تضمين هذه المعاملة في هذه الدفعة لأن الدفع للمقاولين الأجانب هو عادة;Phish Email - 138
139;يوم سعيد ، كيف حالك اليوم؟ بهذا أطلب مساعدتك بصفتك شريكًا / قناة في معاملة بقيمة 33.8 مليون دولار أمريكي و  شراكة استثمارات لاحقة. ستدفع عمولة 30٪ للمساعدة في هذا الأمر. ملاحظة  أن هذا الاقتراح لن ينتهك بأي شكل من الأشكال أي قوانين محلية أو دولية  اللوائح المالية ومجال مهنتك لا علاقة له بالنتيجة الناجحة للمعاملة. إذا كنت مهتمًا بتلقي هذا الصندوق نقدًا على حسابي ، فيرجى الرد على الهاتف وأرقام الفاكس لمزيد من التفاصيل . تحياتي ، الحاج إبراهيم عبد الله.;Phish Email - 139
140;السيد مايكل ويليام ، شارع 15 ، شارع 12 ، قطعة 1225 ، هضبة دوكس ، أبيدجان-كوتيد'يفوار ، عزيزي ، يسعدني أن أتصل بك لمشروع تجاري أعتزم إقامته في بلدك ، على الرغم من أنني لم ألتقي بك من قبل ولكني أعتقد أن على المرء أن يخاطر ، يثق في شخص ما لينجح في بعض الأوقات في الحياة ، هناك مبلغ ضخم من المال عشرة ملايين وسبعمائة ألف دولار أمريكي (10.7 مليون دولار أمريكي) احتفظ بها والدي لي في مخزن أمني في أبيدجان قبل اغتياله على يد مجهول. الآن قررت استثمار هذا المبلغ الضخم في بلدك أو في أي مكان آمن بما فيه الكفاية خارج إفريقيا لأغراض أمنية ، أريدك أن تساعدني في تحويل هذا المبلغ إلى حسابك لأغراض الاستثمار. يسعدنا أن نقدم لك 20٪ من إجمالي الصندوق ، أتوقع استجابتك العاجلة ، شكرًا وبارك الله ، مع خالص التقدير السيد مايكل ويليامز ... ص: //www.zwallet.com/index.html؟ user  mich_williams02;Phish Email - 140
141;صديقي العزيز ، أنا محمد أباشا ، الابن الأكبر للرئيس النيجيري الراحل ، لقد تم اتهامي زوراً بجريمة قتل وسجنت على هذا النحو ، ولكن بفضل  الله ، تم إطلاق سراحي بسبب براءتي. حسنًا يا صديقي العزيز ، أحتاج إلى مساعدتك لاسترداد هذه الأموال نيابة عني لأن الحكومة تضع خططًا للاستيلاء عليها ، كما فعلوا مع والديّ ، يرجى الاطلاع على هذا الموقع وقراءة محتواه بعناية ، http: /ews.bbc.co.uk/ hi / english / world / africaewsid_741000 / 741506.stm تبلغ قيمة المبلغ 80 مليون دولار أمريكي ، وقد تم تشويهها لأسباب أمنية وهي حاليًا مع شركة أمن بالخارج. كل ما هو مطلوب بالنسبة لي هو أن أطلب من الشركة تسليم الأموال إليك ، وسأعيد ترقيمك بنسبة 30 ٪ في النهاية ، ولكن الأهم من ذلك كله هو الحصول على ثقتكم في هذه الصفقة. لقد كنت محصوراً فقط في كانو وجميع  مكالماتي تتم مراقبتها ، لذا سأحصل على محامي الخاص ليقدم لك المعلومات المطلوبة. يرجى الاتصال بي عبر e-ai.;Phish Email - 141
142;ممثل اللجنة الذي يظهر اسمه أدناه. نحن ننتظر تحسبا لتعاونك الكامل. بأمانة ، بن مالوليك (ENGR.) قسم المعادن والطاقة في جنوب أفريقيا. احصل على أفضل تجربة دردشة في الوقت الحقيقي - MSN Messenger! http://messenger.msn.co.za/;Phish Email - 142
143;تحياتي اليوم ، وأطيب تمنياتي لك ، أنا السيدة جاين بونج ، مسئولة العلاقات العامة (PRO.) للشركة المذكورة أعلاه ، نحن مهتمون بتوظيف خدماتك للعمل معنا كوكيل دفع خاص يمكن أن يساعدنا في تأسيس وسيلة لتلقي الإعفاءات من المدفوعات التي تم توفيرها لعملائنا في منطقتك ، حيث أن الشركة تواجه بالفعل صعوبات في تلقي المدفوعات منهم. من فضلك إذا كنت مهتمًا بالعمل معنا بحسن نية وأمانة ، اتصل بالسيد جون تشانغ المسؤول التنفيذي (المدير التنفيذي). من خلال عنوان البريد الإلكتروني هذا لمزيد من المعلومات johnchang_ceo@yahoo.com.cn ، بكل احترام ، السيدة جاين بونج (PRO).;Phish Email - 143
